image_file,width,height,aspect_ratio,rms_contrast,lightness_entropy,complexity,edge_density,mean_L,mean_a,mean_b,color_entropy,mirror_symmetry,balance,fourier_slope,eoe_1st,eoe_2nd,ssim,lpips,lab_ok,rms_ok,edge_ok,eoe_ok,color_entropy_ok,fourier_ok,symmetry_ok,balance_ok,compliance_pct,img_file,img_H,img_W,dims_ok,object_coverage,podium_object_ratio,ratio_ok,bg_mean_L,bg_mean_a,bg_mean_b,ivory_ok,warmth_ok,frame_ok,floward_prompt,error
19666_544786.jpg,2000,,1.0,19.677,,3.664,48.917,66.504,4.925,12.815,3.534,13.019,15.689,,4.066,0.0008869,,,True,True,True,True,True,False,False,True,75.0,19666_544786.jpg,1000,1000,True,0.767879,,False,84.21844,0.9664462,6.8805575,False,False,True,"Fix podium alignment (object base ~75% of podium). Normalize background to ivory (L≈90, a≈1, b≈10). Increase warmth (raise b channel).",
19666_544789.jpg,2000,,1.0,20.565,,4.423,63.45,66.209,4.681,13.092,3.855,16.169,13.845,,4.469,0.0006793,,,True,True,True,True,True,False,False,True,75.0,19666_544789.jpg,1000,1000,True,0.711142,13.157894736842104,False,85.31826,0.94662577,6.5155663,False,False,False,"Fix podium alignment (object base ~75% of podium). Normalize background to ivory (L≈90, a≈1, b≈10). Increase warmth (raise b channel). Correct perspective to right angles.",
21698_304727.jpg,1105,,1.376,13.829,,2.391,43.936,90.282,-7.274,-9.307,2.78,29.02,34.931,,4.2,0.001028,,,False,False,False,True,False,False,False,False,12.5,21698_304727.jpg,465,640,False,0.9998118279569892,,False,98.4688,-3.0234716,2.9985547,False,False,False,"Resize to 1000x1000. Adjust object coverage to ~75% (current 99%). Fix podium alignment (object base ~75% of podium). Normalize background to ivory (L≈90, a≈1, b≈10). Increase warmth (raise b channel). Correct perspective to right angles.",
