image_file,width,height,aspect_ratio,rms_contrast,lightness_entropy,complexity,edge_density,mean_L,mean_a,mean_b,color_entropy,mirror_symmetry,balance,fourier_slope,eoe_1st,eoe_2nd,ssim,lpips,lab_ok,rms_ok,edge_ok,eoe_ok,color_entropy_ok,fourier_ok,symmetry_ok,balance_ok,compliance_pct,img_file
69146_312220.jpg,1620,,1.0,19.143,,3.628,36.505,84.603,1.571,-1.435,3.447,7.184,25.021,,4.149,0.0009519,,,False,True,False,True,True,False,False,False,37.5,69146_312220.jpg
69426_298020.jpg,900,,1.0,15.322,,4.81,58.634,89.08,3.277,7.949,4.334,4.813,30.624,,4.426,0.0008291,,,False,True,False,True,True,False,True,False,50.0,69426_298020.jpg
69463_298021.jpg,900,,1.0,23.218,,3.355,51.706,79.724,13.589,-3.519,3.753,33.416,21.658,,4.242,0.0008411,,,False,True,False,True,True,False,False,False,37.5,69463_298021.jpg
69609_372787.jpg,900,,1.0,32.108,,7.164,73.784,68.752,6.652,6.493,3.995,27.517,22.365,,4.343,0.0007253,,,False,False,False,True,True,False,False,False,25.0,69609_372787.jpg
69615_295229.jpg,900,,1.0,28.716,,6.46,58.907,71.453,4.304,4.661,3.69,21.353,21.505,,4.278,0.0007873,,,False,True,False,True,True,False,False,False,37.5,69615_295229.jpg
69645_446618.jpg,2000,,1.0,19.765,,3.449,60.125,75.916,0.4544,12.227,4.34,7.72,17.997,,4.298,0.000809,,,True,True,False,True,True,False,False,True,62.5,69645_446618.jpg
69645_446619.jpg,2000,,1.0,19.417,,3.397,64.506,76.641,-0.5189,12.248,4.417,6.271,16.027,,4.338,0.0008014,,,True,True,False,True,True,False,False,True,62.5,69645_446619.jpg
69645_446620.jpg,2000,,1.0,19.204,,3.387,61.888,78.822,-0.418,12.254,4.338,5.686,15.67,,4.317,0.0008421,,,True,True,False,True,True,False,False,True,62.5,69645_446620.jpg
69645_446621.jpg,2000,,1.0,21.559,,3.469,75.234,77.57,-3.202,13.0,4.681,7.861,17.752,,4.373,0.0006551,,,True,True,False,True,True,False,False,True,62.5,69645_446621.jpg
69645_446622.jpg,2000,,1.0,18.911,,3.186,86.768,82.346,-1.094,10.223,4.961,14.945,19.884,,4.483,0.0002451,,,True,True,False,True,True,False,False,True,62.5,69645_446622.jpg
69645_446623.jpg,2000,,1.0,18.033,,2.95,50.983,80.176,0.1043,11.229,4.078,6.197,14.592,,4.254,0.0009351,,,True,True,False,True,True,False,False,True,62.5,69645_446623.jpg
69706_196708.png,860,,1.038,29.226,,2.559,37.423,78.899,0.4218,1.074,3.937,18.758,27.832,,3.767,0.001046,,,False,True,False,False,True,False,False,False,25.0,69706_196708.png
69706_312867.png,860,,1.038,29.226,,2.559,37.423,78.899,0.4218,1.074,3.937,18.758,27.832,,3.767,0.001046,,,False,True,False,False,True,False,False,False,25.0,69706_312867.png
69707_401720.jpg,2000,,1.0,28.171,,2.06,49.613,76.082,0.8729,-6.457,3.901,12.628,28.539,,3.376,0.0009547,,,False,True,False,False,True,False,False,False,25.0,69707_401720.jpg
69736_194947.jpg,800,,1.0,21.048,,8.604,89.367,81.267,1.73,19.965,4.163,5.316,19.363,,4.315,0.0006249,,,True,True,False,True,True,False,False,True,62.5,69736_194947.jpg
